日期,場次,路程,場地狀況,名次,馬號,馬名,騎師,練馬師,實際負磅,排位體重,檔位,完成時間,賽後馬匹狀況
2025/11/12,1,1650米,好地,1,6,幸運福星(K073),潘明輝,巫偉傑,130,1073,3,1:39.71,末段被在催策下向內斜跑的「無極勇將」碰撞。賽後須抽取樣本檢驗。
2025/11/12,1,1650米,好地,2,4,無極勇將(J169),周俊樂,游達榮,130,1049,5,1:39.73,末段在催策下向內斜跑，與「幸運福星」互相觸碰。賽後須抽取樣本檢驗。
2025/11/12,1,1650米,好地,3,8,快樂老撾(J115),潘頓,桂福特,127,1201,7,1:39.85,三百米處至二百米處之間在移至「無極勇將」外側之際受困而未能望空。賽後須抽取樣本檢驗。
2025/11/12,1,1650米,好地,4,1,禾道威(J463),布文,大衛希斯,135,1194,12,1:39.90,自大外檔起步時向內斜跑，與「銀皇興標」互相碰撞。早段在馬群之後切入。
2025/11/12,1,1650米,好地,5,11,勁爽(J003),楊明綸,丁冠豪,121,1148,1,1:39.92,起步時向外斜跑及被碰撞。楊明綸報告，末段他於坐騎在「幸運福星」內側緊迫競跑之際未能全力催策坐騎。
2025/11/12,1,1650米,好地,6,9,龍又生(J269),董明朗,呂健威,126,998,9,1:39.96,自外檔出閘後於早段在馬群之後切入。董明朗報告，坐騎在直路上內閃及難以被力策。
2025/11/12,1,1650米,好地,7,10,領創動力(J058),麥道朗,沈集成,123,1206,6,1:40.23,無特別報告。
2025/11/12,1,1650米,好地,8,7,朗日雪峰(J187),蔡明紹,方嘉柏,129,1251,4,1:40.43,無特別報告。
2025/11/12,1,1650米,好地,9,12,銀皇興標(H420),梁家俊,羅富全,121,1154,11,1:40.51,自外檔躍出時發生碰撞，早段在馬群之後切入。
2025/11/12,1,1650米,好地,10,2,美麗歡聲(H066),艾兆禮,告東尼,134,1242,8,1:41.07,無特別報告。
2025/11/12,1,1650米,好地,11,3,帥炸(H402),霍宏聲,蘇偉賢,134,1070,2,1:41.49,出閘僅屬一般，繼而與向外斜跑的「勁爽」互相碰撞。霍宏聲表示，坐騎陣上走勢良佳，其後在直路上對催策毫無反應，表現令人失望。他又說，他覺得坐騎或有不妥時，遂未有全力催策坐騎至終點。賽後立即接受獸醫檢查，並無發現任何明顯異常之處。「帥炸」必須通過獸醫檢驗後，才可再次出賽。
2025/11/12,1,1650米,好地,12,5,勝在有型(K241),鍾易禮,葉楚航,130,1085,10,1:43.98,鍾易禮表示，他獲指示讓坐騎順其自然地競跑。他說，坐騎出閘迅速，其後於早段居於前列位置，但坐騎未能超越內側馬匹，大部分途程須在沒有遮擋下走外疊，以及陣上外閃。他進一步表示，坐騎因而在直路上未能以勁勢衝刺。賽後立即接受獸醫檢查，並無發現任何明顯異常之處。「勝在有型」包尾大敗而回，小組認為此駒的表現難以接受。「勝在有型」必須試閘及格，並且通過獸醫檢驗後，才可再次出賽。
2025/11/12,2,1200米,好地,1,12,東方寶寶(J309),潘明輝,徐雨石,121,1109,2,1:09.68,跑了一段短途程後向外斜跑，與「首駿」互相觸碰。賽後須抽取樣本檢驗。
2025/11/12,2,1200米,好地,2,10,同喜(J403),布文,韋達,131,1092,4,1:09.70,躍出時發生碰撞，其後在跑了一段短途程後在與「首駿」互相碰撞之際失去平衡。賽後須抽取樣本檢驗。
2025/11/12,2,1200米,好地,3,2,皇金合(K099),金誠剛,丁冠豪,135,1189,5,1:09.73,無特別報告。
2025/11/12,2,1200米,好地,4,6,飛黃(J406),梁家俊,桂福特,133,1082,8,1:09.82,起步時發生碰撞。直路上內閃，趨近二百米處時在一段途程上不願移至「精英至尊」外側。
2025/11/12,2,1200米,好地,5,5,輕鬆大少(J319),周俊樂,文家良,131,1006,6,1:09.91,出閘笨拙。末段在靠近「同喜」之際未能被全力催策。
2025/11/12,2,1200米,好地,6,1,快樂寶寶(J545),希威森,廖康銘,135,1043,9,1:09.91,出閘笨拙，向內斜跑及與「飛黃」互相觸碰。早段走勢欠順及昂首。接近一千米處時在一段途程上在騎師希威森嘗試讓此駒佔取「輕鬆大少」之後有遮擋的位置之際失去平衡。中段不願穩定走勢及持續走勢欠順。接近二百五十米處時在一段短途程上在移至「飛黃」外側之際難以望空。
2025/11/12,2,1200米,好地,7,8,精英至尊(H133),潘頓,沈集成,133,1108,7,1:09.92,接近九百米處時被向內斜跑避開「實在美麗」的「魅力星」碰撞，因而在收慢避開「首駿」之際搶口。末段內閃避開「飛黃」，因而未能被全力催策至終點。賽後須抽取樣本檢驗。
2025/11/12,2,1200米,好地,8,3,首駿(K189),霍宏聲,游達榮,135,1184,3,1:10.05,躍出時向外斜跑，與「同喜」互相觸碰及失去平衡。跑了一段短途程後在「東方寶寶」與「同喜」之間受擠迫之際收慢，當時「東方寶寶」略為向外斜跑，而「同喜」則在被此駒碰撞後向內斜跑。
