日期,場次,路程,場地狀況,名次,馬號,馬名,騎師,練馬師,實際負磅,排位體重,檔位,完成時間,賽後馬匹狀況
2026/05/20,1,1000米,好地,1,7,皇金合(K099),金誠剛,丁冠豪,128,1178,1,0:56.88,跑離六百米處時收慢避開在尚未充分帶離下向內移入的「辣得金」（布文）。小組告誡布文須加倍小心。賽後須抽取樣本檢驗。
2026/05/20,1,1000米,好地,2,8,辣得金(J087),布文,巫偉傑,128,1109,8,0:57.15,起步時發生碰撞。賽後須抽取樣本檢驗。
2026/05/20,1,1000米,好地,3,1,英雄豪邁(G394),巴度,徐雨石,135,1075,3,0:57.17,無特別報告。
2026/05/20,1,1000米,好地,4,3,首駿(K189),周俊樂,游達榮,131,1157,6,0:57.21,起步時發生碰撞。
2026/05/20,1,1000米,好地,5,12,天火同德(J441),田泰安,韋達,115,1180,11,0:57.28,無特別報告。
2026/05/20,1,1000米,好地,6,11,太行美景(J314),希威森,沈集成,117,1128,5,0:57.43,無特別報告。
2026/05/20,1,1000米,好地,7,9,鼓浪高升(J479),霍宏聲,伍鵬志,127,1093,10,0:57.44,自外檔出閘，於早段在馬群之後切入。
2026/05/20,1,1000米,好地,8,5,鄉村樂韻(H436),奧爾民,蔡約翰,131,1163,7,0:57.59,躍出時在雙雙斜跑的「首駿」與「辣得金」之間受擠迫。奧爾民表示，坐騎於接近六百米處時收慢避開「競駿奔騰」，其後在直路上對催策反應僅屬一般。賽後立即接受獸醫檢查，並無發現任何明顯異常之處。
2026/05/20,1,1000米,好地,9,2,運籌帷幄(K090),布浩榮,桂福特,133,1084,2,0:57.67,出閘僅屬一般。賽後立即接受獸醫檢查，並無發現任何明顯異常之處。
2026/05/20,1,1000米,好地,10,6,勝在有型(K241),蔡明紹,葉楚航,129,1088,12,0:57.91,在亮相圈內觸碰欄杆，抵達起步點後接受獸醫檢查，獸醫認為此駒適宜出賽。出閘緩慢。賽後立即接受獸醫檢查，並無發現任何明顯異常之處。
2026/05/20,1,1000米,好地,11,10,綫路光驊(H487),梁家俊,文家良,125,1189,9,0:58.03,梁家俊報告，躍出時他的馬鞍向後滑移，令他在餘下途程上陷入略為不利的處境。自六百米處起在沒有遮擋下走外疊。
2026/05/20,1,1000米,好地,12,4,競駿奔騰(K029),何澤堯,蘇偉賢,132,1017,4,0:58.32,接近六百米處時收慢避開在尚未帶離下向內移入的「首駿」（周俊樂）。小組嚴厲譴責周俊樂。
2026/05/20,2,1650米,好地,1,10,隨緣得勝(K223),潘頓,游達榮,122,1058,5,1:39.21,賽後須抽取樣本檢驗。
2026/05/20,2,1650米,好地,2,2,本領非凡(J137),何澤堯,羅富全,134,1060,3,1:39.99,賽後須抽取樣本檢驗。
2026/05/20,2,1650米,好地,3,8,都靈勇士(G150),布浩榮,文家良,124,1116,11,1:40.20,自外檔出閘後於早段在馬群之後切入。
2026/05/20,2,1650米,好地,4,4,凱皇寶(K396),梁家俊,巫偉傑,131,1118,8,1:40.26,在起步點重新裝上左前蹄的蹄鐵，其後接受獸醫檢查，獸醫認為此駒適宜出賽。起步後不久向外斜跑，被碰撞。梁家俊表示，他獲指示讓增程角逐的坐騎居前競跑。
2026/05/20,2,1650米,好地,5,1,大學生(H116),艾道拿,韋達,135,1215,4,1:40.35,中段搶口。轉直路彎時在雙雙開始墮退的「雙子美麗」與「林寶精神」之間受困而未能望空。接近二百五十米處時持續受困而未能望空，其後推進至「雙子美麗」與「林寶精神」之間的空位，當時該處的空位不足以這樣做，導致「雙子美麗」在被此駒觸碰後軀之際失去平衡。儘管小組接納干擾主要由於「雙子美麗」及「林寶精神」墮退，但仍告誡艾道拿須加倍小心。
2026/05/20,2,1650米,好地,6,6,唯美主義(H289),周俊樂,伍鵬志,123,1036,2,1:40.61,無特別報告。
2026/05/20,2,1650米,好地,7,12,極速滿貫(G277),巴度,黎昭昇,117,1061,12,1:40.61,自大外檔出閘後於早段在馬群之後切入。
2026/05/20,2,1650米,好地,8,7,日日賞(L273),莫雷拉,方嘉柏,124,1132,6,1:40.77,出閘僅屬一般，其後在「隨緣得勝」與「林寶精神」之間受擠迫。
2026/05/20,2,1650米,好地,9,3,快搏(E434),布文,賀賢,131,1123,10,1:41.01,起步後不久發生碰撞。布文表示，賽事早段及中段步速較標準時間為快，坐騎在直路上走勢欠佳及未能以勁勢衝刺。賽後立即接受獸醫檢查，並無發現任何明顯異常之處。
