日期,場次,路程,場地狀況,名次,馬號,馬名,騎師,練馬師,實際負磅,排位體重,檔位,完成時間,賽後馬匹狀況
2026/03/22,1,1600米,好地,1,8,睿智多寶(L044),艾道拿,黎昭昇,125,1230,11,1:34.71,最後一百米急促向外斜跑，導致騎師須停止催策及修正坐騎。小組就此駒的走勢發出警告。賽後須抽取樣本檢驗。
2026/03/22,1,1600米,好地,2,10,綫路福將(K526),周俊樂,廖康銘,122,1147,5,1:34.80,跑離八百米處時收慢避開勒避的「鴻圖大展」。賽後須抽取樣本檢驗。
2026/03/22,1,1600米,好地,3,6,勤德天下(K327),潘明輝,鄭俊偉,128,1095,1,1:34.87,無特別報告。
2026/03/22,1,1600米,好地,4,9,萬事勝利(L163),巴度,告東尼,125,1110,13,1:34.91,起步時發生碰撞。接近三百五十米處時失蹄，趨近三百米處時在靠近「機械之星」之際難以望空時內閃。
2026/03/22,1,1600米,好地,5,1,機械之星(K559),潘頓,文家良,135,1062,7,1:35.00,跑離千一米處時與「哥倫布」雙雙略為斜跑，因而與該駒互相觸碰。跑了一段短途程後開始搶口，在「幸運勝利」與「哥倫布」（布文）之間受擠迫之際勒避，當時「幸運勝利」在被「鑽得勝」（楊明綸）帶出較外疊之際墮退及向外斜跑，而「哥倫布」則略為向內斜跑。小組譴責布文，並告誡他須確保給予內側馬匹足夠的競賽空間。小組告誡楊明綸須加倍小心。接近五十米處時勒避急促向外斜跑的「睿智多寶」（艾道拿），該駒其後被騎師修正。小組嚴厲譴責艾道拿，並告誡他在類似情況下應較今次更早停止催策及修正坐騎。賽後須抽取樣本檢驗。
2026/03/22,1,1600米,好地,6,3,哥倫布(K355),布文,方嘉柏,134,1122,9,1:35.12,出閘僅屬一般，其後受向外斜跑的「鑽得勝」擠迫。跑離千一米處時與「機械之星」雙雙略為斜跑，因而與該駒互相觸碰。大部分途程在沒有遮擋下走外疊。
2026/03/22,1,1600米,好地,7,12,堅闖(J015),田泰安,伍鵬志,122,1084,4,1:35.14,出閘笨拙，其後不久在被「鴻圖大展」碰撞之際失去平衡。
2026/03/22,1,1600米,好地,8,4,定數(H438),霍宏聲,丁冠豪,133,1153,2,1:35.21,躍出時向外斜跑及被碰撞。
2026/03/22,1,1600米,好地,9,13,江南勇士(H472),何澤堯,呂健威,121,1086,10,1:35.24,跑離千一米處時與「鬥志波」雙雙斜跑，因而與該駒互相觸碰。趨近八百米處時於被「鬥志波」超越之際搶口，收慢避開該駒。末段在靠近勒避的「機械之星」時難以望空。
2026/03/22,1,1600米,好地,10,14,鑽得勝(K216),楊明綸,葉楚航,116,1024,8,1:35.33,楊明綸表示，他獲指示讓坐騎順其自然地競跑。他又說，坐騎出閘迅速，而賽事早段步速較標準時間稍慢，他因此在毋須催策坐騎下能夠讓坐騎佔取前列位置。
