日期,場次,路程,場地狀況,名次,馬號,馬名,騎師,練馬師,實際負磅,排位體重,檔位,完成時間,賽後馬匹狀況
2026/03/04,1,1800米,好地至黏地,1,7,堅多福(K306),布文,方嘉柏,129,1215,5,1:49.35,直路上在催策下內閃。賽後須抽取樣本檢驗。
2026/03/04,1,1800米,好地至黏地,2,9,開心三多(H293),巴度,桂福特,126,1048,9,1:49.51,起步後不久被「盈利寶馬」碰撞，因而失去平衡。早段移至「光輝歲月」之後以取得遮擋之際搶口。早段沿途持續搶口。賽後須抽取樣本檢驗。
2026/03/04,1,1800米,好地至黏地,3,5,幸運同行(J331),艾兆禮,蔡約翰,130,1015,11,1:49.56,自外檔出閘後於早段在馬群之後切入。最後二百五十米內閃。
2026/03/04,1,1800米,好地至黏地,4,3,古惑大師(J541),麥文堅,大衛希斯,131,1121,2,1:49.58,無特別報告。
2026/03/04,1,1800米,好地至黏地,5,2,齊歡最樂(J182),黃智弘,伍鵬志,129,1233,7,1:49.72,無特別報告。
2026/03/04,1,1800米,好地至黏地,6,12,龍又生(J269),希威森,呂健威,120,1015,12,1:49.78,跑離千五米處時在收慢以佔取「古惑大師」之後有遮擋的位置之際失蹄。
2026/03/04,1,1800米,好地至黏地,7,10,肥仔精神(K110),潘明輝,巫偉傑,125,1165,6,1:49.82,無特別報告。
2026/03/04,1,1800米,好地至黏地,8,4,光輝歲月(J508),周俊樂,游達榮,128,1102,3,1:49.92,無特別報告。
2026/03/04,1,1800米,好地至黏地,9,6,捷足奔馳(J524),金誠剛,姚本輝,130,1104,10,1:49.93,出閘僅屬一般。賽後立即接受獸醫檢查，並無發現任何明顯異常之處。
2026/03/04,1,1800米,好地至黏地,10,1,架勢奇爸(G312),潘頓,告東尼,134,1154,4,1:50.15,出閘僅屬一般。潘頓表示，坐騎陣上走勢欠順，直路上對催策毫無反應，表現令人失望。賽後立即接受獸醫檢查，並無發現任何明顯異常之處。
2026/03/04,1,1800米,好地至黏地,11,8,風雲(J371),霍宏聲,丁冠豪,128,1183,1,1:50.16,無特別報告。
2026/03/04,1,1800米,好地至黏地,12,11,盈利寶馬(J326),楊明綸,鄭俊偉,122,1072,8,1:52.38,出閘僅屬一般，其後不久受向外斜跑的「齊歡最樂」擠迫。小組認為此駒的表現難以接受。「盈利寶馬」必須試閘及格，並且通過獸醫檢驗後，才可再次出賽。賽後立即接受獸醫檢查，並無發現任何明顯異常之處。
2026/03/04,2,1200米,好地至黏地,1,11,朗日雪峰(J187),霍宏聲,方嘉柏,121,1243,3,1:09.97,出閘僅屬一般。直路彎受困。趨近終點時向內斜跑，導致霍宏聲須停止催策及修正坐騎。賽後須抽取樣本檢驗。
2026/03/04,2,1200米,好地至黏地,2,6,銳一(J037),潘頓,桂福特,131,1081,5,1:10.06,潘頓表示，策騎指示是嘗試將坐騎置於前列位置，他遂於早段催策坐騎以遵從該等指示。練馬師桂福特確認策騎指示，並表示他發出該等指示是因為此駒過往居後列時難以自該位置追前。賽後須抽取樣本檢驗。
2026/03/04,2,1200米,好地至黏地,3,2,八里旺(J243),班德禮,鄭俊偉,134,1253,6,1:10.15,出閘笨拙。
2026/03/04,2,1200米,好地至黏地,4,3,至旺財(H273),布文,韋達,133,1068,11,1:10.30,自外檔出閘後於早段在馬群之後切入。
2026/03/04,2,1200米,好地至黏地,5,10,東方魅影(K028),周俊樂,大衛希斯,121,1058,4,1:10.50,跑過終點時，周俊樂的左邊韁繩脫手。賽後須抽取樣本檢驗。
2026/03/04,2,1200米,好地至黏地,6,9,南區旺(H178),潘明輝,羅富全,126,1065,2,1:10.54,無特別報告。
2026/03/04,2,1200米,好地至黏地,7,5,歷險大將(J344),奧爾民,徐雨石,132,1064,12,1:10.61,早段走外疊，趨近首個彎位時在馬群之後切入。
2026/03/04,2,1200米,好地至黏地,8,4,千杯(J482),鍾易禮,告東尼,131,1075,1,1:10.61,躍出時向上跳躍。鍾易禮表示，坐騎未能適應「好至黏地」的場地狀況。賽後立即接受獸醫檢查，並無發現任何明顯異常之處。
2026/03/04,2,1200米,好地至黏地,9,7,日頌月讚(J102),希威森,賀賢,130,1088,7,1:10.88,接近一百米處時在「八里旺」與「千杯」之間受擠迫之際收慢，當時「八里旺」略為向內斜跑，而「千杯」（鍾易禮）則向外斜跑。小組告誡鍾易禮須加倍小心。賽後立即接受獸醫檢查，並無發現任何明顯異常之處。
2026/03/04,2,1200米,好地至黏地,10,1,問鼎巔峰(K044),金誠剛,游達榮,135,1012,9,1:11.03,自外檔出閘後於早段在馬群之後切入。賽後立即接受獸醫檢查，並無發現任何明顯異常之處。
2026/03/04,2,1200米,好地至黏地,11,12,發光發亮(H385),蔡明紹,葉楚航,120,1050,10,1:11.04,大部分途程在沒有遮擋下走外疊。
2026/03/04,2,1200米,好地至黏地,12,8,魅力星(K052),艾兆禮,蔡約翰,129,1177,8,1:12.93,賽後立即接受獸醫檢查，發現此駒患有「喘鳴症」，而此駒過往也有此毛病報告。
2026/03/04,3,2200米,好地,1,6,祥勝將軍(J509),潘頓,廖康銘,122,1085,12,2:16.53,自大外檔出閘後於早段在馬群之後切入。早段及中段沿途搶口及不願穩定走勢。接近五百米處時推進至「競駿良駒」內側，其後在一段途程上在「競駿良駒」內側緊迫競跑，當時「競駿良駒」在「十力」內側緊迫競跑。賽後須抽取樣本檢驗。
