日期,場次,路程,場地狀況,名次,馬號,馬名,騎師,練馬師,實際負磅,排位體重,檔位,完成時間,賽後馬匹狀況
2026/02/25,1,1200米,好地,1,9,幸運傳承(J338),黃智弘,方嘉柏,119,1047,1,1:09.73,躍出時在被向內斜跑的「太行美景」碰撞之際失去平衡。中段搶口。接近六百米處時在「天比高」內側緊迫競跑之際與該駒互相觸碰。賽後須抽取樣本檢驗。
2026/02/25,1,1200米,好地,2,11,東方魅影(K028),潘頓,大衛希斯,121,1073,10,1:09.75,潘頓表示，他獲指示讓自外檔出閘的坐騎佔取前列位置。練馬師大衛希斯確認所發出的指示。賽後須抽取樣本檢驗。
2026/02/25,1,1200米,好地,3,3,皇金合(K099),金誠剛,丁冠豪,131,1187,11,1:09.83,無特別報告。
2026/02/25,1,1200米,好地,4,5,輕鬆大少(J319),周俊樂,文家良,126,1012,9,1:09.88,起步後不久受略為向內斜跑的「東方魅影」擠迫。接近三百五十米處時在被「鄉村樂韻」碰撞之際失去平衡。
2026/02/25,1,1200米,好地,5,4,城中勇士(H430),紀仁安,黎昭昇,130,1104,12,1:09.94,無特別報告。
2026/02/25,1,1200米,好地,6,6,美神來(J174),巴度,羅富全,128,1090,5,1:09.95,無特別報告。
2026/02/25,1,1200米,好地,7,12,快馬加鞭(H144),班德禮,巫偉傑,117,1165,3,1:10.28,接近一千米處首次轉彎時與向外斜跑的「太行美景」互相觸碰。中段搶口。
2026/02/25,1,1200米,好地,8,2,天比高(K339),梁家俊,葉楚航,134,1042,6,1:10.49,接近六百米處時內閃，與「幸運傳承」互相輕微觸碰。梁家俊報告，他認為坐騎若能增程回師千四米角逐應較合發揮。賽後立即接受獸醫檢查，並無發現任何明顯異常之處。
2026/02/25,1,1200米,好地,9,8,讓愛高飛(E413),田泰安,鄭俊偉,125,987,4,1:10.51,接近四百米處時一度受向內斜跑的「美神來」（巴度）擠迫。小組告誡巴度須加倍小心。
2026/02/25,1,1200米,好地,10,1,鄉村樂韻(H436),麥文堅,蔡約翰,135,1163,8,1:10.64,跑了一段短途程後在被「輕鬆大少」碰撞後向內斜跑及與「富貴駒」互相觸碰。接近三百五十米處時嘗試推進至「輕鬆大少」與「富貴駒」之間的位置，而當時該處空位不足以這樣做。跑了一段短途程後，「美神來」向外移出以推進，導致「富貴駒」向外斜跑，此駒因而須勒避，在與「輕鬆大少」互相觸碰之際失蹄。小組認為當時該處空位不足以讓麥文堅的坐騎推進，並告誡他在類似情況下應確保加倍小心。賽後立即接受獸醫檢查，發現此駒的右前球節割傷。
2026/02/25,1,1200米,好地,11,10,太行美景(J314),希威森,沈集成,123,1127,2,1:10.79,起步時向內斜跑，被碰撞。希威森表示，趨近首個彎位時，坐騎昂首及向外斜跑，因而與「快馬加鞭」互相觸碰。他說，坐騎其後在一段途程上持續走勢欠順，在直路上墮退。他又說，他認為一千米途程應較合坐騎發揮。賽後立即接受獸醫檢查，內窺鏡檢查顯示此駒的氣管內有很多血。小組認為與近仗相比，「太行美景」今仗的表現令人失望。「太行美景」必須試閘及格，並且通過獸醫檢驗後，才可再次出賽。賽後須抽取樣本檢驗。
2026/02/25,1,1200米,好地,12,7,富貴駒(J191),潘明輝,賀賢,125,1012,7,1:11.60,出閘僅屬一般。跑了一段短途程後在被向內斜跑的「鄉村樂韻」碰撞之際失去平衡。大部分途程在沒有遮擋下走外疊。
2026/02/25,2,1200米,好地,1,5,北地烈馬(J488),梁家俊,葉楚航,127,1122,9,1:09.57,賽後須抽取樣本檢驗。
2026/02/25,2,1200米,好地,2,8,比特星(J362),潘頓,賀賢,126,1068,3,1:09.77,出閘僅屬一般。賽後須抽取樣本檢驗。
2026/02/25,2,1200米,好地,3,1,維港激流(J393),周俊樂,伍鵬志,133,1045,8,1:09.88,無特別報告。
